name, image, url, description
IoT Core,imgs/Internet-of-Things/IoT-Core.svg,https://aws.amazon.com/iot-core,"AWS IoT Core provides secure, bi-directional communication for Internet-connected devices (such as sensors, actuators, embedded devices, wireless devices, and smart appliances) to connect to the AWS Cloud over MQTT, HTTPS, and LoRaWAN."
IoT Device Defender,imgs/Internet-of-Things/IoT-Device-Defender.svg,https://aws.amazon.com/iot-device-defender,"AWS IoT Device Defender makes it easier to maintain, manage, and configure security policies for all your IoT devices. Get the tools to identify and respond to security issues."
IoT Device Management,imgs/Internet-of-Things/IoT-Device-Management.svg,https://aws.amazon.com/iot-device-management,AWS IoT Device Management is a cloud-based device management service that makes it easy for customers to securely manage IoT devices throughout their lifecycle.
IoT EduKit,imgs/Internet-of-Things/IoT-EduKit.svg,https://aws.amazon.com/iot-edukit,"AWS IoT lets you securely connect and manage devices, collect and analyze device data, and build and deploy solutions that drive greater business value."
IoT Events,imgs/Internet-of-Things/IoT-Events.svg,https://aws.amazon.com/iot-events,"AWS IoT Events lets you monitor your equipment or device fleets for failures or changes in operation, and trigger actions when such events occur."
IoT ExpressLink,imgs/Internet-of-Things/IoT-ExpressLink.svg,https://aws.amazon.com/iot-expresslink,"AWS IoT ExpressLink makes it easier and faster to connect almost any device to the cloud, including medical devices, industrial sensors, consumer products, and more."
IoT FleetWise,imgs/Internet-of-Things/IoT-FleetWise.svg,https://aws.amazon.com/iot-fleetwise,"AWS IoT FleetWise allows you to collect, transform, and transfer vehicle data to the cloud and use that data to improve vehicle quality, safety, and autonomy."
IoT Greengrass,imgs/Internet-of-Things/IoT-Greengrass.svg,https://aws.amazon.com/iot-greengrass,"AWS IoT Greengrass is an open-source edge runtime and cloud service that helps you build, deploy, and manage intelligent device software."
IoT RoboRunner,imgs/Internet-of-Things/IoT-RoboRunner.svg,https://aws.amazon.com/iot-roborunner,"AWS IoT RoboRunner provides infrastructure for building user applications for robot orchestration, task management, and robot monitoring through a single system view."
IoT SiteWise,imgs/Internet-of-Things/IoT-SiteWise.svg,https://aws.amazon.com/iot-sitewise,"AWS IoT SiteWise makes it easy to collect, organize, and analyze data from industrial equipment at scale."
IoT Things Graph,imgs/Internet-of-Things/IoT-Things-Graph.svg,https://aws.amazon.com/iot-things-graph,"AWS IoT lets you securely connect and manage devices, collect and analyze device data, and build and deploy solutions that drive greater business value."
IoT TwinMaker,imgs/Internet-of-Things/IoT-TwinMaker.svg,https://aws.amazon.com/iot-twinmaker,AWS IoT TwinMaker makes it faster and easier to create digital twins of real-world systems and apply them to monitor and optimize industrial operations.
Apache MXNet on AWS,imgs/Machine-Learning/Apache-MXNet-on-AWS.svg,https://aws.amazon.com/apache-mxnet-on-aws,"Apache MXNet is a fast and scalable training and inference framework with an easy-to-use, concise API for machine learning and artificial intelligence."
Augmented AI A2I,imgs/Machine-Learning/Augmented-AI-A2I.svg,https://aws.amazon.com/augmented-ai-a2i,Amazon Augmented AI allows you to integrate machine learning (ML) systems into your workflow while keeping a human eye on the results to guarantee precision.
CodeGuru,imgs/Machine-Learning/CodeGuru.svg,https://aws.amazon.com/codeguru,Automate code reviews and optimize application performance with ML-powered recommendations
CodeWhisperer,imgs/Machine-Learning/CodeWhisperer.svg,https://aws.amazon.com/codewhisperer,Amazon CodeWhisperer is a machine learning (ML)–powered service that helps improve developer productivity by generating code recommendations based on their comments in natural language and code in the integrated development environment (IDE).
Comprehend,imgs/Machine-Learning/Comprehend.svg,https://aws.amazon.com/comprehend,Amazon Comprehend is a natural-language processing (NLP) service that uses machine learning (ML) to uncover information in unstructured data and text within documents.
Comprehend Medical,imgs/Machine-Learning/Comprehend-Medical.svg,https://aws.amazon.com/comprehend-medical,Amazon Comprehend Medical is a a HIPAA-eligible service that uses machine learning to extract health data from medical text.
Deep Learning AMIs,imgs/Machine-Learning/Deep-Learning-AMIs.svg,https://aws.amazon.com/deep-learning-amis,"AWS Deep Learning AMIs provides ML practitioners with curated, secure frameworks, dependencies, and tools to accelerate and scale deep learning in the cloud."
Deep Learning Containers,imgs/Machine-Learning/Deep-Learning-Containers.svg,https://aws.amazon.com/deep-learning-containers,AWS Deep Learning Containers are Docker images preinstalled with deep learning frameworks that make it easy to deploy custom machine learning environments.
DeepComposer,imgs/Machine-Learning/DeepComposer.svg,https://aws.amazon.com/deepcomposer,"AWS DeepComposer gives developers a creative way to get started with machine learning. Get hands-on, literally, with a musical keyboard and the latest machine learning techniques, designed to expand your ML skills."
DeepLens,imgs/Machine-Learning/DeepLens.svg,https://aws.amazon.com/deeplens,"AWS DeepLens helps put deep learning in the hands of developers, with a fully programmable video camera, tutorials, code, and pre-trained models designed to expand deep learning skills."
DeepRacer,imgs/Machine-Learning/DeepRacer.svg,https://aws.amazon.com/deepracer,"AWS DeepRacer is the fastest way to get rolling with machine learning, literally. Get hands-on with a fully autonomous 1/18th scale race car driven by reinforcement learning, 3D racing simulator, and global racing league."
DevOps Guru,imgs/Machine-Learning/DevOps-Guru.svg,https://aws.amazon.com/devops-guru,Amazon DevOps Guru is a machine learning service designed to detect abnormal operating patterns so you can identify issues before they impact your customers.
Elastic Inference,imgs/Machine-Learning/Elastic-Inference.svg,https://aws.amazon.com/elastic-inference,Amazon Elastic Inference is a service that allows you to attach low-cost GPU-powered acceleration to many Amazon machine instances in order to reduce the cost of running deep learning inference by up to 75%.
Forecast,imgs/Machine-Learning/Forecast.svg,https://aws.amazon.com/forecast,Amazon Forecast is a fully managed time-series forecasting service that uses the same machine learning technology used at Amazon.com.
Fraud Detector,imgs/Machine-Learning/Fraud-Detector.svg,https://aws.amazon.com/fraud-detector,Amazon Fraud Detector is a fully managed service that uses machine learning (ML) and 20 years of Amazon fraud detection expertise to help you identify more fraud faster.
HealthLake,imgs/Machine-Learning/HealthLake.svg,https://aws.amazon.com/healthlake,"Amazon HealthLake is a HIPAA-eligible service that enables healthcare and life sciences companies to securely store, transform, query, and analyze health data at scale."
Kendra,imgs/Machine-Learning/Kendra.svg,https://aws.amazon.com/kendra,Amazon Kendra offers an intelligent enterprise search solution that increases employee productivity and improves customer satisfaction.
Lex,imgs/Machine-Learning/Lex.svg,https://aws.amazon.com/lex,"Amazon Lex is a fully managed AI service for building conversational interfaces into any application. Start creating a chatbot, voice assistant, machine learning-powered IVR, or virtual agent today."
Lookout for Equipment,imgs/Machine-Learning/Lookout-for-Equipment.svg,https://aws.amazon.com/lookout-for-equipment,"Amazon Lookout for Equipment helps you quickly detect equipment abnormalities, diagnose issues, reduce false alerts, and reduce expensive downtime."
Lookout for Metrics,imgs/Machine-Learning/Lookout-for-Metrics.svg,https://aws.amazon.com/lookout-for-metrics,Amazon Lookout for Metrics uses machine learning (ML) to detect outliers and determine their root causes so you can remediate issues more quickly.
Lookout for Vision,imgs/Machine-Learning/Lookout-for-Vision.svg,https://aws.amazon.com/lookout-for-vision,Amazon Lookout for Vision is a machine learning (ML) service that spots anomalies in images so manufacturing companies can detect defects at scale.
Monitron,imgs/Machine-Learning/Monitron.svg,https://aws.amazon.com/monitron,Amazon Monitron is an end-to-end system that uses machine learning to detect abnormal conditions in industrial equiptment and enable predictive maintenance.
Neuron,imgs/Machine-Learning/Neuron.svg,https://aws.amazon.com/neuron,"AWS Neuron is the SDK used to run deep learning workloads on AWS Inferentia and AWS Trainium based instances. It supports customers in their end-to-end ML development lifecycle to build new models, train and optimize these models, and then deploy them for production."
Omics,imgs/Machine-Learning/Omics.svg,https://aws.amazon.com/omics,"Store, query, and analyze genomic, transcriptomic, and other omics data, and then use this data to generate insights to improve health and advance scientific discoveries."
